,Brand,Model,Seating_Capacity,Body_Type,Variant_Number,Fuel_Type,Transmission,Available_Colors,On_Road_Pric,Delivery_Days,Location
1251,Volkswagen,Taigun,5,SUV,1,Petrol,Manual,6,13.89,21,Noida
1252,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.64,11,Noida
1253,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.62,30,Noida
1254,Hyundai,Alcazar,7,SUV,1,Petrol,Manual,8,17.65,11,Noida
1255,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,52.31,60,Noida
1256,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,52.54,42,Noida
1257,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,11.92,30,Noida
1258,Maruti Suzuki,S-Presso,4,SUV,1,Petrol,Manual,7,5.99,11,Noida
1259,Tata,Tiago,5,Hatchback,1,Petrol,Manual,2,5.83,11,Noida
1260,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,6,7.85,11,Noida
1261,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Manual,6,6.76,11,Noida
1262,MG,Astor,5,SUV,1,Petrol,Manual,,17.80,14,Noida
1263,Hyundai,Creta N Line,5,SUV,1,Petrol,Automatic,6,21.65,11,Noida
1264,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,19.13,11,Noida
1265,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,17.93,30,Noida
1266,Nissan,Magnite,5,SUV,1,Petrol,Manual,2,7.19,11,Noida
1267,Tata,Safari,7,SUV,1,Diesel,Automatic,2,23.44,11,Noida
1268,Tata,Curvv,5,SUV,1,Diesel,Manual,2,13.44,11,Noida
1269,Mahindra,XUV 3XO,5,SUV,1,Diesel,Manual,7,11.66,28,Noida
1270,MG,ZS EV,5,SUV,1,Electric,Automatic,3,19.05,11,Noida
1271,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.43,90,Noida
1272,Maruti Suzuki,Ertiga,7,SUV,1,CNG,Manual,6,12.83,70,Noida
1273,MG,Hector Plus,7,SUV,1,Petrol,Automatic,4,23.55,11,Noida
1274,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,4,8.88,11,Noida
1275,MG,Windsor EV,5,SUV,,Electric,Automatic,6,18.32,45,Noida
1276,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,56.77,20,Noida
1277,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,7.94,11,Noida
1278,Citroen,Aircross,5,SUV,1,Petrol,Manual,2,9.83,90,Noida
1279,Citroen,Basalt,5,SUV,1,Petrol,Manual,2,9.52,90,Noida
1280,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,13.39,11,Noida
1281,Citroen,C3,5,SUV,1,Petrol,Manual,4,7.19,90,Noida
1282,Toyota,Innova Hycross,8,,1,Petrol,Automatic,7,24.11,,Noida
1283,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Noida
1284,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Noida
1285,Mercedes-Benz,EQE SUV,5,SUV,,Electric,Automatic,9,,,Noida
1286,Mercedes-Benz,EQS,5,Sedan,1,Electric,Automatic,5,,,Noida
1287,MG,Hector,5,SUV,1,Petrol,Manual,3,19.97,,Noida
1288,Mercedes-Benz,G-Class,5,SUV,1,Diesel,Automatic,7,,,Noida
1289,Mercedes-Benz,GLA,5,SUV,1,Diesel,Automatic,5,66.05,,Noida
1290,Jeep,Compass,5,SUV,1,Diesel,Manual,7,32.28,,Noida
1291,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,14.17,,Noida
1292,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,83.90,,Noida
1293,Jeep,Meridian,7,,1,Diesel,Automatic,6,40.57,,Noida
1294,Citroen,C5 Aircross,5,SUV,1,Diesel,Automatic,7,43.48,,Noida
1295,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,15.62,,Noida
1296,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Noida
1297,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Noida
1298,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Noida
1299,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,29.88,,Noida
1300,Tata,Punch EV,5,SUV,1,Electric,Automatic,5,14.46,,Noida
1301,BMW,2 Series Gran Coupe,5,Coupe,1,Petrol,Automatic,,52.37,,Noida
1302,MG,Comet EV,4,Hatchback,1,Electric,Automatic,,11.18,,Noida
1303,Tata,Curvv EV,5,SUV,1,Electric,Automatic,4,20.33,,Noida
1304,BMW,3 Series Gran Limousine,5,Coupe,1,Petrol,Automatic,4,68.81,,Noida
1305,Lamborghini,Huracan,2,Coupe,1,Petrol,Automatic,14,,,Noida
1306,Mahindra,Bolero Neo Plus,9,SUV,1,Diesel,Manual,3,13.69,,Noida
1307,BMW,i7,5,Sedan,1,Electric,Automatic,8,,,Noida
1308,BMW,iX,5,SUV,1,Electric,Automatic,7,,,Noida
1309,BMW,iX1,5,SUV,,Electric,Automatic,4,76.72,,Noida
1310,BMW,M2,4,Coupe,,Petrol,Automatic,5,,,Noida
1311,BMW,M340i,5,Sedan,,Petrol,Automatic,4,85.90,,Noida
1312,BMW,M8,4,Coupe,,Petrol,Automatic,9,,,Noida
1313,BMW,X3 M40i,5,SUV,,Petrol,Automatic,2,99.58,,Noida
1314,BMW,X4 M40i,5,SUV,,Petrol,Automatic,2,,,Noida
1315,BMW,X5,5,,1,Petrol,Automatic,3,,,Noida
1316,Aston Martin,DBX,5,SUV,,Petrol,Automatic,8,,,Noida
1317,Aston Martin,Vantage,2,Coupe,,Petrol,Automatic,6,,,Noida
1318,BMW,i5,5,Sedan,,Electric,Automatic,9,,,Noida
1319,BMW,5 Series,5,Sedan,1,Petrol,Automatic,2,82.66,,Noida
1320,BYD,Atto 3,5,SUV,1,Electric,Automatic,4,25.86,,Noida
1321,BYD,Seal,5,Sedan,1,Electric,Automatic,4,47.26,,Noida
1322,Audi,A8 L,4,Sedan,1,Petrol,Automatic,8,,,Noida
1323,Jeep,Wrangler,5,SUV,1,Petrol,Automatic,5,76.56,,Noida
1324,Ferrari,296 GTB,2,Coupe,,Petrol,Automatic,8,,,Noida
1325,Ferrari,296 GTS,2,Convertible,,Petrol,Automatic,8,,,Noida
1326,Ferrari,F8 Tributo,2,Coupe,,Petrol,Automatic,15,,,Noida
1327,Ferrari,Portofino,4,,,Petrol,Automatic,14,,,Noida
1328,Audi,e-tron Sportback,5,SUV,1,Electric,Automatic,9,,,Noida
1329,BMW,Z4,2,Convertible,1,Petrol,Automatic,7,,,Noida
1330,Audi,Q3,5,SUV,1,Petrol,Automatic,5,63.90,,Noida
1331,Audi,Q3 Sportback,5,SUV,1,Petrol,Automatic,4,65.38,,Noida
1332,Audi,Q5,5,SUV,1,Petrol,Automatic,4,84.63,,Noida
1333,Mercedes-Benz,AMG GLC43 Coupe,5,Coupe,,Petrol,Automatic,5,,,Noida
1334,Land Rover,Defender,5,SUV,1,Petrol,Automatic,6,,,Noida
1335,Audi,A6,5,Sedan,1,Petrol,Automatic,5,72.98,,Noida
1336,Audi,e-tron,5,SUV,1,Electric,Automatic,8,,,Noida
1337,Audi,A4,5,Sedan,1,Petrol,Automatic,5,54.02,,Noida
1338,Land Rover,Range Rover,7,,1,Petrol,Automatic,8,,,Noida
1339,BMW,7 Series,5,Sedan,1,Petrol,Automatic,6,,,Noida
1340,Land Rover,Range Rover Sport,5,SUV,1,Diesel,Automatic,8,,,Noida
1341,Land Rover,Range Rover Velar,5,SUV,1,Petrol,Automatic,5,99.80,,Noida
1342,Lotus,Eletre,4,SUV,1,Electric,Automatic,5,,,Noida
1343,BMW,X1,5,,1,Diesel,Automatic,5,61.80,,Noida
1344,Mercedes-Benz,E-Class,5,Sedan,1,Petrol,Automatic,4,86.21,,Noida
1345,Mercedes-Benz,A-Class Limousine,5,Sedan,1,Diesel,Automatic,5,55.24,,Noida
1346,McLaren,750S,2,Coupe,1,Petrol,Automatic,8,,,Noida
1347,Mercedes-Benz,AMG A45 S,5,Hatchback,,Petrol,Automatic,7,,,Noida
1348,Mercedes-Benz,AMG C 43,5,Sedan,,Petrol,Automatic,7,,,Noida
1349,Mercedes-Benz,EQB,7,SUV,1,Electric,Automatic,6,80.05,,Noida
1350,Mercedes-Benz,GLC,5,SUV,1,Diesel,Automatic,6,87.17,,Noida
1351,Mercedes-Benz,GLS,7,SUV,1,Diesel,Automatic,5,,,Noida
1352,Porsche,911,4,,1,Petrol,Automatic,2,,,Noida
1353,Porsche,Cayenne,4,SUV,,Petrol,Automatic,7,,,Noida
1354,Porsche,Cayenne Coupe,4,Coupe,,Petrol,Automatic,7,,,Noida
1355,Porsche,Macan,5,SUV,1,Petrol,Automatic,9,,,Noida
1356,Porsche,Taycan,5,Sedan,1,Electric,Automatic,12,,,Noida
1357,Porsche,Taycan Cross Turismo,5,Sedan,1,Electric,Automatic,12,,,Noida
1358,Rolls-Royce,Cullinan,5,SUV,,Petrol,Automatic,10,,,Noida
1359,Rolls-Royce,Phantom,5,SUV,,Petrol,Automatic,9,,,Noida
1360,Rolls-Royce,Spectre,4,SUV,,Electric,Automatic,15,,,Noida
1361,Volvo,C40 Recharge,5,SUV,,Electric,Automatic,8,65.12,,Noida
1362,Mercedes-Benz,AMG GLA35,5,SUV,,Petrol,Automatic,6,74.77,,Noida
1363,Maserati,GranTurismo,5,,1,Petrol,Automatic,6,,,Noida
1364,Land Rover,Discovery,7,SUV,1,Petrol,Automatic,8,,,Noida
1365,Mercedes-Benz,G-Class Electric,5,SUV,,Electric,Automatic,5,,,Noida
1366,Toyota,Hilux,5,Up,1,Diesel,Automatic,,45.01,,Noida
1367,Aston Martin,DB12,4,Coupe,,Petrol,Automatic,18,,,Noida
1368,Mercedes-Benz,Maybach SL 680,2,Convertible,,Petrol,Automatic,2,,,Noida
1369,BMW,3 Series LWB,5,Sedan,,Petrol,Automatic,4,73.33,,Noida
1370,Lexus,LX,5,,1,Diesel,Automatic,3,,,Noida
1371,Porsche,718,2,Coupe,1,Petrol,Automatic,9,,,Noida
1372,Porsche,Macan Turbo EV,5,SUV,,Electric,Automatic,10,,,Noida
1373,Porsche,Panamera,4,Coupe,,Petrol,Automatic,10,,,Noida
1374,Toyota,Land Cruiser,5,SUV,1,Diesel,Automatic,5,,,Noida
1375,Volvo,XC40 Recharge,5,SUV,1,Electric,Automatic,8,59.94,,Noida
1376,Audi,Q7,7,SUV,1,Petrol,Automatic,5,,,Noida
1377,Jeep,Grand Cherokee,5,SUV,1,Petrol,Automatic,4,79.89,,Noida
1378,Mercedes-Benz,AMG G-Class,5,SUV,,Petrol,Automatic,8,,,Noida
1379,Audi,Q8,5,SUV,,Petrol,Automatic,8,,,Noida
1380,MINI,Countryman Electric,5,Hatchback,,Electric,Automatic,9,56.68,,Noida
1381,Mercedes-Benz,EQA,5,SUV,,Electric,Automatic,6,68.25,,Noida
1382,Mercedes-Benz,AMG E53 Cabriolet,4,Convertible,,Petrol,Automatic,5,,,Noida
1383,Mercedes-Benz,AMG S 63 E Performance,5,Sedan,1,Petrol,Automatic,8,,,Noida
1384,Mercedes-Benz,AMG GLE Coupe,5,Coupe,,Petrol,Automatic,6,,,Noida
1385,Mercedes-Benz,GLE,5,SUV,,Diesel,Automatic,5,,,Noida
1386,Force Motors,Gurkha,4,SUV,,Diesel,Manual,4,19.30,,Noida
1387,Force Motors,Gurkha 5 Door,7,SUV,,Diesel,Manual,4,20.71,,Noida
1388,Isuzu,V-Cross,5,SUV,1,Diesel,Manual,6,24.31,,Noida
1389,Ferrari,Purosangue SUV,4,SUV,,Petrol,Automatic,8,,,Noida
1390,Kia,EV9,6,SUV,,Electric,Automatic,5,,,Noida
1391,MINI,Cooper,4,Hatchback,,Petrol,Automatic,10,51.13,,Noida
1392,Skoda,Superb,5,Sedan,,Petrol,Automatic,3,63.32,,Noida
1393,Kia,Carnival,7,SUV,,Diesel,Automatic,2,75.90,,Noida
1394,Jaguar,I-Pace,5,,,Electric,Automatic,6,,,Noida
1395,BMW,M4,4,Sedan,1,Petrol,Automatic,10,,,Noida
1396,BYD,eMax 7,7,,1,Electric,Automatic,4,31.56,,Noida
1397,Aston Martin,Vanquish,2,Coupe,,Petrol,Automatic,9,,,Noida
1398,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,6,11.96,,Noida
1399,Kia,EV6,5,SUV,,Electric,Automatic,5,76.23,,Noida
1400,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,30.08,,Noida
1401,Audi,RS5,5,Coupe,,Petrol,Automatic,6,,,Noida
1402,Audi,e-tron GT,5,Sedan,1,Electric,Automatic,9,,,Noida
1403,Audi,Q8 Sportback e-tron,5,Sedan,1,Electric,Automatic,9,,,Noida
1404,Audi,S5 Sportback,5,Coupe,,Petrol,Automatic,7,89.17,,Noida
1405,Mercedes-Benz,EQS SUV,7,,1,Electric,Automatic,10,,,Noida
1406,Mercedes-Benz,Maybach EQS,5,SUV,1,Electric,Automatic,13,,,Noida
1407,BMW,X3,5,SUV,1,Diesel,Automatic,4,89.21,,Noida
1408,BYD,Sealion 7,5,SUV,1,Electric,Automatic,4,57.44,,Noida
1409,Audi,RS Q8 Performance,5,Hatchback,,Petrol,Automatic,8,,,Noida
1410,BMW,iX1 LWB,5,SUV,,Electric,Automatic,5,56.27,,Noida
1411,BMW,i4,5,Sedan,1,Electric,Automatic,3,88.82,,Noida
1412,Ferrari,Roma,4,Coupe,,Petrol,Automatic,15,,,Noida
1413,Isuzu,MU-X,7,SUV,1,Diesel,Automatic,6,43.25,,Noida
1414,Jaguar,F-Pace,5,SUV,1,Petrol,Automatic,4,82.66,,Noida
1415,McLaren,GT,2,Coupe,,Petrol,Automatic,5,,,Noida
1416,Mercedes-Benz,AMG GT 63 S E Performance,5,Sedan,,Petrol,Automatic,5,,,Noida
1417,Mercedes-Benz,AMG SL55 Roadster,4,Convertible,,Petrol,Automatic,3,,,Noida
1418,Mercedes-Benz,C-Class,5,Sedan,1,Diesel,Automatic,6,64.86,,Noida
1419,Volvo,EX40,5,SUV,,Electric,Automatic,6,65.86,,Noida
1420,Maserati,Grecale,5,SUV,1,Petrol,Automatic,4,,,Noida
1421,BMW,M5,5,Sedan,,Petrol,Automatic,10,,,Noida
1422,Volvo,XC90,7,SUV,,Petrol,Automatic,6,,,Noida
1423,Volkswagen,Golf GTI,5,Hatchback,,Petrol,Automatic,4,61.41,,Noida
1424,Land Rover,Range Rover Evoque,5,SUV,1,Diesel,Automatic,3,80.42,,Noida
1425,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,54.37,,Noida
1426,Mahindra,XUV300,5,,1,Petrol,Automatic,9,15.55,,Noida
1427,Maruti Suzuki,Alto (2019-2023),5,Hatchback,1,CNG,Manual,6,6.07,,Noida
1428,Maruti Suzuki,Ciaz,5,Sedan,1,Petrol,Automatic,7,13.46,,Noida
1429,Tata,Nexon EV Prime (2020-2023),5,SUV,1,Electric,Automatic,,20.21,,Noida
1430,Tata,Harrier (2020-2023),5,SUV,1,Diesel,Automatic,,23.95,,Noida
1431,Toyota,Innova Crysta (2020-2023),8,,1,Diesel,Manual,7,27.35,,Noida
1432,Nissan,Magnite (2020-2024),5,SUV,1,Petrol,Automatic,5,10.13,,Noida
1433,Tata,Nexon (2020-2023),5,SUV,1,Petrol,Manual,,14.32,,Noida
1434,Maruti Suzuki,Swift (2021-2024),5,Hatchback,1,Petrol,Automatic,7,9.60,,Noida
1435,Kia,Seltos (2022-2023),5,SUV,1,Petrol,Manual,11,16.30,,Noida
1436,Tata,Tiago EV (2022-2025),5,Hatchback,1,Electric,Automatic,5,12.14,,Noida
1437,Skoda,Kushaq (2021-2023),5,SUV,1,Petrol,Automatic,5,20.34,,Noida
1438,Hyundai,Aura (2020-2023),5,Sedan,1,Diesel,Manual,6,10.64,,Noida
1439,Tata,Tiago (2020-2025),5,Hatchback,1,Petrol,Manual,3,5.87,,Noida
